game	Xcade_v0.85	phoenix	\N	\N	\N	\N	\N	Phoenix (Taito)	1980	Taito	\N	\N	\N	
game_rom	Xcade_v0.85	mario	mario.7c	\N	\N	4096	4a63d96b	b09060b2c84ab77cc540a27b8f932cb60ec8d442	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mario	mario.3f	\N	\N	4096	28b0c42c	46749568aff88a28c3b6a1ac423abd1b90742a4d	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mario	mario.3j	\N	\N	4096	0c8cc04d	15fae47d701dc1ef15c943cee6aa991776ecffdf	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mario	mario.7m	\N	\N	4096	22b7372e	4a1c1e239cb6d483e76f50d7a3b941025963c6a3	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mario	mario.7n	\N	\N	4096	4f3a1f47	0747d693b9482f6dd28b0bc484fd1d3e29d35654	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mario	mario.7p	\N	\N	4096	56be6ccd	15a6e16c189d45f72761ebcbe9db5001bdecd659	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mario	mario.7s	\N	\N	4096	56f1d613	9af6844dbaa3615433d0595e9e85e72493e31a54	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mario	mario.7t	\N	\N	4096	641f0008	589fe108c7c11278fd897f2ded8f0498bc149cfd	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mario	mario.7u	\N	\N	4096	7baf5309	d9194ff7b89a18273d37b47228fc7fb7e2a0ed1f	\N	\N	\N	\N	\N	\N	
game	Xcade_v0.85	mooncresta	\N	\N	\N	\N	\N	Moon Cresta (Gremlin)	1980	Gremlin	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr194	\N	\N	2048	0e5582b1	946ad4aeb10c0b7b3f93fd24925cc9bcb49e443c	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr195	\N	\N	2048	12cb201b	ebb01ec646b9e015cbcb93f70dfdaf448afefc12	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr196	\N	\N	2048	18255614	b373e22d47c0f7facba13148ca9c462ec9a0d732	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr197	\N	\N	2048	05ac1466	cbf93a8ce0925fa1c073c74f1274b190d9faefaf	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr198	\N	\N	2048	c28a2e8f	9ff6bab1e1185597ba55cb0d6086091a1fce01a6	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr199	\N	\N	2048	5a4571de	2a4170dee105922fc69c99b79f6f328098e81918	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr200	\N	\N	2048	b7c85bf1	cc9f593658ea39c849d80c83ee0c2170cc29879e	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr201	\N	\N	2048	2caba07f	8fec4904e12b4cfb6068784007278be986a3eede	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr203	\N	\N	2048	be26b561	cc27de6888eaf4ee18c0d37d9bcb528dd282b838	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr172	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr202	\N	\N	2048	26c7e800	034192e5e2cbac4b66a9828f5ec2311c2c368781	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	mooncresta	epr171	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game	Xcade_v0.85	galaxian	\N	\N	\N	\N	\N	Galaxian (Midway)	1979	[Namco] (Midway license)	\N	\N	\N	
game_rom	Xcade_v0.85	galaxian	galaxian.u	\N	\N	2048	745e2d61	e65f74e35b1bfaccd407e168ea55678ae9b68edf	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	galaxian	galaxian.v	\N	\N	2048	9c999a40	02fdcd95d8511e64c0d2b007b874112d53e41045	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	galaxian	galaxian.w	\N	\N	2048	b5894925	0046b9ed697a34d088de1aead8bd7cbe526a2396	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	galaxian	galaxian.y	\N	\N	2048	6b3ca10b	18d8714e5ef52f63ba8888ecc5a25b17b3bf17d1	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	galaxian	galaxian.z	\N	\N	2048	cb24f797	e6bb977ded0654c2c7388aad188059e1e0647908	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	galaxian	galaxian.1j	\N	\N	2048	84decf98	2e565cb6057b1816a6b4541e6dfadd3c3762fa36	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	galaxian	galaxian.1k	\N	\N	2048	c31ada9e	237ebb48549b34ca59a13cc2706512d957413ec4	\N	\N	\N	\N	\N	\N	
game	Xcade_v0.85	pisces	\N	\N	\N	\N	\N	Pisces	1979	<unknown>	\N	\N	\N	
game_rom	Xcade_v0.85	pisces	pisces.a1	\N	\N	2048	856b8e1f	24d468b5f06f54c3fa1cb54ceec8a0c8e285430e	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	pisces	pisces.a2	\N	\N	2048	055f9762	9d821874dd48a80651adc58a2f7fe5d2b3ed67bc	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	pisces	pisces.b2	\N	\N	2048	5540f2e4	b069a7e46fa2c1f732371ef056caaf8f343e11a8	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	pisces	pisces.c1	\N	\N	2048	44aaf525	667bf4c3a36169c3ddddd22b2f1f90bcc9308548	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	pisces	pisces.d1	\N	\N	2048	fade512b	ccef2650f1d9dc3fdde2d441774246d47febc2cc	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	pisces	pisces.e2	\N	\N	2048	5ab2822f	bbcac3aab943dd9b173de11ddf02ff75d16b1582	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	pisces	pisces.1j	\N	\N	4096	2dba9e0e	edfb974766b57327ac846426a3a9583b33a4b7c9	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	pisces	pisces.1k	\N	\N	4096	cdc5aa26	72a396d142a775bb39231d700308b8bd7aff7f75	\N	\N	\N	\N	\N	\N	
game	Xcade_v0.85	omegarace	\N	\N	\N	\N	\N	Omega Race	1981	Midway	\N	\N	\N	
game_rom	Xcade_v0.85	omegarace	omega.m7	\N	\N	4096	0424d46e	cc1ac6c06ba6f6e8466fa08286a0c70b5335af33	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	omegarace	omega.l7	\N	\N	4096	edcd7a7d	5d142de2f48b01d563578a54fd5540e5d0ac8f4c	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	omegarace	omega.k7	\N	\N	4096	6d10f197	9609a0cbeeef2efa10d49cde9f0afdca96e9c2f8	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	omegarace	omega.j7	\N	\N	4096	8e8d4b54	944192c0f6f0cdb25d492ee9f33959d38a1062f2	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	omegarace	omega.e1	\N	\N	2048	1d0fdf3a	3333397a9745874cea1dd6a1bda783cc59393b55	\N	\N	\N	\N	\N	\N	
game_rom	Xcade_v0.85	omegarace	omega.f1	\N	\N	2048	d44c0814	2f216ee6de88bbe09775619003aee2d5aa8c554d	\N	\N	\N	\N	\N	\N	
