game	CAGE_v1.07	asteroid	\N	\N	\N	\N	\N	Asteroids (rev 2)	1979	Atari	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u17	\N	\N	2048	1acb682d	a2c60964e8d838d09662f8a670c6da41ba850df9	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u18	\N	\N	2048	de77728b	8e183bb27858aad9a996e4a2e5a95f0145d1f5b4	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u19	\N	\N	2048	c0994776	9452a98c78a038679c4e58f4a9983adb28ea5e78	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u4	\N	\N	2048	5b906a09	84a2e817d6718e0276fcea702811a91bc054a670	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u5	\N	\N	2048	254a3587	66045c71cc1d04d4e03c728e578f570fbf7c650d	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u6	\N	\N	2048	ace30389	50c6275d13cfbca7750d5a3e725faedba7574e04	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u7	\N	\N	2048	8ebcfa7c	21ccf5e74424ab5470473d1059ee6a43d144f685	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u8	\N	\N	2048	b8a3c8f9	32ba771913ef44b1133ecfaedaae7f96dcc84343	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u9	\N	\N	2048	26cbcd55	2e55e222f850548cd1d461ab5337e98dd817b567	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u10	\N	\N	2048	568be942	8b6a01d983d355a64372fa76af810ab53e09d5df	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix	u27	\N	\N	2048	f3782bd0	bfc6d29f9668e02857453e96c005c81568ae931d	\N	\N	\N	\N	\N	\N	
game	CAGE_v1.07	qix2	\N	\N	\N	\N	\N	Qix II (Tournament)	1981	Taito America Corporation	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u12.rmb	\N	\N	2048	484280fd	a60c1a278e519721294b2486dc817d248d19c3be	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u13.rmb	\N	\N	2048	3d089fcb	f4f31134c9c15160d2d15cb41296dfec6f2dfe37	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u14.rmb	\N	\N	2048	362123a9	3e2a853f6960f2d5fdcdef8dec8ccf5aad449548	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u15.rmb	\N	\N	2048	60f3913d	a97b658fe2c58b00c2749072828b2e0032894915	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u16.rmb	\N	\N	2048	cc139e34	0ed3e7179b0cbaa31fa91e1ed862b86f5032919a	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u17.rmb	\N	\N	2048	cf31dc49	71c089d827ab61ba69e5e95b7e53220763786df9	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u18.rmb	\N	\N	2048	1f91ed7a	85bb5370a244719663a4f859f66860613aa2b86e	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u19.rmb	\N	\N	2048	68e8d5a6	d09252c393be2fdaf3b9b9f477c79f721d15943f	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u3.rmb	\N	\N	2048	19cebaca	7d7e79ab0920952cf7618567c9c65397535b6d4f	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u4.rmb	\N	\N	2048	6cfb4185	6545dece8eaeb716877aa6e7b24c21f6e5991451	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u5.rmb	\N	\N	2048	948f53f3	db6eddec8ba41335316d80b6f97e932bf91139af	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u6.rmb	\N	\N	2048	8630120e	14a020fd1bff4acbb034883e33130adda85884e5	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u7.rmb	\N	\N	2048	bad037c9	17218c31895b1547b71d2d9d2b6a93d2e5d73bdd	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u8.rmb	\N	\N	2048	3159bc00	479a69bfe5af48d5ce63978265ce59f79c25749f	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u9.rmb	\N	\N	2048	e80e9b1d	66ef22a26df3f766ae813213473b9ac4b35b01f6	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u10.rmb	\N	\N	2048	9a55d360	fc5f8c853dcc573f6b36dbdd63e5d1edba88bce1	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	qix2	u27.rmb	\N	\N	2048	f3782bd0	bfc6d29f9668e02857453e96c005c81568ae931d	\N	\N	\N	\N	\N	\N	
game	CAGE_v1.07	robotron	\N	\N	\N	\N	\N	Robotron (Solid Blue label)	1982	Williams	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sb1	\N	\N	4096	66c7d3ef	f6d60e26c209c1df2cc01ac07ad5559daa1b7118	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sb2	\N	\N	4096	5bc6c614	4d6e82bc29f49100f7751ccfc6a9ff35695b84b3	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sb3	\N	\N	4096	e99a82be	06a8c8dd0b4726eb7f0bb0e89c8533931d75fc1c	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sb4	\N	\N	4096	afb1c561	aaf89c19fd8f4e8750717169eb1af476aef38a5e	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sb5	\N	\N	4096	62691e77	79b4680ce19bd28882ae823f0e7b293af17cbb91	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sb6	\N	\N	4096	bd2c853d	f76ec5432a7939b33a27be1c6855e2dbe6d9fdc8	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sb7	\N	\N	4096	49ac400c	06eae5138254723819a5e93cfd9e9f3285fcddf5	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sb8	\N	\N	4096	3a96e88c	7ae38a609ed9a6f62ca003cab719740ed7651b7c	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sb9	\N	\N	4096	b124367b	fd9d75b866f0ebbb723f84889337e6814496a103	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sba	\N	\N	4096	13797024	d426a50e75dabe936de643c83a548da5e399331c	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sbb	\N	\N	4096	7e3c1b87	f8c6cbe3688f256f41a121255fc08f575f6a4b4f	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.sbc	\N	\N	4096	645d543e	fad7cea868ebf17347c4bc5193d647bbd8f9517b	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	robotron	robotron.snd	\N	\N	4096	c56c1d28	15afefef11bfc3ab78f61ab046701db78d160ec3	\N	\N	\N	\N	\N	\N	
game	CAGE_v1.07	sinistar	\N	\N	\N	\N	\N	Sinistar (revision 3)	1982	Williams	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.01	\N	\N	4096	f6f3a22c	026d8cab07734fa294a5645edbe65a904bcbc302	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.02	\N	\N	4096	cab3185c	423d1e3b0c07333ec582529bc4d0b7baf591820a	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.03	\N	\N	4096	1ce1b3cc	5bc03d7249529d827dc60c087e074ab3e4ea7361	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.04	\N	\N	4096	6da632ba	72c0c3d5a5ca87ca4d95fcedaf834206e4633950	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.05	\N	\N	4096	b662e8fc	828a89d2ea13d8a362dae708f86bff54cb231887	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.06	\N	\N	4096	2306183d	703e29e6446856615760a4897c0f5d79cc7bdfb2	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.07	\N	\N	4096	e5dd918e	bf4e2ada6a59d246218544d822ba5355da925924	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.08	\N	\N	4096	4785a787	8c7eca656b2c23b0da41a8c7ce51a2735cab85a4	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.09	\N	\N	4096	50cb63ad	96e28e4fef98fff2649741a266fa590e0313e3b0	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.10	\N	\N	4096	3d670417	81802622bee8dbea5c0f08019d87d941dcdbe292	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.11	\N	\N	4096	3162bc50	2f38e572ab9c731e38dfe9bad3cc8222a775c5ea	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	speech.ic7	\N	\N	4096	e1019568	442f4f3ccd2e1db2136d2ffb121ea442921f87ca	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	speech.ic5	\N	\N	4096	cf3b5ffd	d5d51c550581c9d46ab331dd4fd32541a2ef598e	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	speech.ic6	\N	\N	4096	ff8d2645	16fa2a602acbbc182dd96bab113ab18356f3daf0	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	speech.ic4	\N	\N	4096	4b56a626	44430cd5c110ec751b0bfb8ae99b26d443350db1	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	sinistar	sinistar.snd	\N	\N	4096	b82f4ddb	c70c7dd6e88897920d7709a260f27810f66aade1	\N	\N	\N	\N	\N	\N	
game	CAGE_v1.07	invaders	\N	\N	\N	\N	\N	Space Invaders	1978	Midway	\N	\N	\N	
game_rom	CAGE_v1.07	invaders	invaders.h	\N	\N	2048	734f5ad8	ff6200af4c9110d8181249cbcef1a8a40fa40b7f	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	invaders	invaders.g	\N	\N	2048	6bfaca4a	16f48649b531bdef8c2d1446c429b5f414524350	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	invaders	invaders.f	\N	\N	2048	0ccead96	537aef03468f63c5b9e11dd61e253f7ae17d9743	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	invaders	invaders.e	\N	\N	2048	14e538b0	1d6ca0c99f9df71e2990b610deb9d7da0125e2d8	\N	\N	\N	\N	\N	\N	
game	CAGE_v1.07	invdelux	\N	\N	\N	\N	\N	Space Invaders Deluxe	1980	Midway	\N	\N	\N	
game_rom	CAGE_v1.07	invdelux	invdelux.h	\N	\N	2048	e690818f	0860fb03a64d34a9704a1459a5e96929eafd39c7	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	invdelux	invdelux.g	\N	\N	2048	4268c12d	df02419f01cf0874afd1f1aa16276751acd0604a	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	invdelux	invdelux.f	\N	\N	2048	f4aa1880	995d77b67cb4f2f3781c2c8747cb058b7c1b3412	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	invdelux	invdelux.e	\N	\N	2048	408849c1	f717e81017047497a2e9f33f0aafecfec5a2ed7d	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	invdelux	invdelux.d	\N	\N	2048	e8d5afcd	91fde9a9e7c3dd53aac4770bd169721a79b41ed1	\N	\N	\N	\N	\N	\N	
game	CAGE_v1.07	splat	\N	\N	\N	\N	\N	Splat!	1982	Williams	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.01	\N	\N	4096	1cf26e48	6ba4de6cc7d1359ed450da7bae1000552373f873	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.02	\N	\N	4096	ac0d4276	710aba98909d5d63c4b9b08579021f9c026b3111	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.03	\N	\N	4096	74873e59	727c9da682fd10353f3969ef02e9f1826d8cb77a	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.04	\N	\N	4096	70a7064e	7e6440585462b68b62d6d571d83635bf17149f1a	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.05	\N	\N	4096	c6895221	6f88ba8ac72d9301760d6e2512549f70b5373c65	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.06	\N	\N	4096	ea4ab7fd	288a361691a7f147ff3346627a10531d613ad017	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.07	\N	\N	4096	82fd8713	c4d42b111a0357700ac2bf700117d75ffb3c5be5	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.08	\N	\N	4096	7dded1b4	73df546dd60870f63a8c3deffea2b2d13149a48b	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.09	\N	\N	4096	71cbfe5a	bf22bedeceffdccc340637098070b32e9c13cf68	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.10	\N	\N	4096	d1a1f632	de4f5ba2b92c47757dfd2ca810bf8f87338223f7	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.11	\N	\N	4096	ca8cde95	8e12f6d9eaf397646691ec5d02963b32973cb32e	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.12	\N	\N	4096	5bee3e60	b4ee99fb6c353093faf1e088bab82fec66e785bc	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	splat	splat.snd	\N	\N	4096	a878d5f3	f3347a354cb54ca228fe0971f0ae3bc778e2aecf	\N	\N	\N	\N	\N	\N	
game	CAGE_v1.07	stargate	\N	\N	\N	\N	\N	Stargate	1981	Williams	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.01	\N	\N	4096	88824d18	f003a5a9319c4eb8991fa2aae3f10c72d6b8e81a	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.02	\N	\N	4096	afc614c5	087c6da93318e8dc922d3d22e0a2af7b9759701c	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.03	\N	\N	4096	15077a9d	7badb4318b208f49d7fa65e915d0aa22a1e37915	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.04	\N	\N	4096	a8b4bf0f	6b4d47c2899fe9f14f9dab5928499f12078c437d	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.05	\N	\N	4096	2d306074	54f871983699113e31bb756d4ca885c26c2d66b4	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.06	\N	\N	4096	53598dde	54b02d944caf95283c9b6f0160e75ea8c4ccc97b	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.07	\N	\N	4096	23606060	a487ffcd4920d1056b87469735f7e1002f6a2e49	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.08	\N	\N	4096	4ec490c7	8726ebaf048db9608dfe365bf434ed5ca9452db7	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.09	\N	\N	4096	88187b64	efacc4a6d4b2af9a236c9d520de6d605c79cc5a8	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.10	\N	\N	4096	60b07ff7	ba833f48ddfc1bd04ddb41b1d1c840d66ee7da30	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.11	\N	\N	4096	7d2c5daf	6ca39f493eb8b370154ad46ef01976d352c929e1	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	stargate.12	\N	\N	4096	a0396670	c46872550e0ca031453c6513f8f0448ecc9b5572	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	stargate	sg.snd	\N	\N	2048	2fcf6c4d	9c4334ac3ff15d94001b22fc367af40f9deb7d57	\N	\N	\N	\N	\N	\N	
game	CAGE_v1.07	superpac	\N	\N	\N	\N	\N	Super Pac-Man (Midway)	1982	[Namco] (Bally Midway license)	\N	\N	\N	
game_rom	CAGE_v1.07	superpac	spc-2.1c	\N	\N	8192	1a38c30e	ae0ee9f3df0991a80698fe745a7a853a4bb60710	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	superpac	spc-1.1b	\N	\N	8192	730e95a9	ca73c8bcb03c2f5c05968c707a5d3f7f9956b886	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	superpac	spc-3.1k	\N	\N	4096	04445ddb	ce7d14963d5ddaefdeaf433a6f82c43cd1611d9b	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	superpac	spv-1.3c	\N	\N	4096	78337e74	11222adb55e6bce508896ccb1f6dbab0c1d44e5b	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	superpac	spv-2.3f	\N	\N	8192	670a42f2	9171922df07e31fd1dc415766f7d2cc50a9d10dc	\N	\N	\N	\N	\N	\N	
game	CAGE_v1.07	zookeep	\N	\N	\N	\N	\N	Zoo Keeper (set 1)	1982	Taito America Corporation	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	zb12	\N	\N	4096	4e40d8dc	dd7923dcb55a2a1ae0f2029caf5a8904a9ebe8b1	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za13	\N	\N	4096	eebd5248	ebe7f8c436bfefa4236f603fbcbd38d2f4cfd2bd	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za14	\N	\N	4096	fab43297	daa5a780bc9f171da0f6db5319b1519caa09c6c9	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za15	\N	\N	4096	ef8cd67c	f3a2e12ccfa45eb77c2a6e0d9cc0601b99273fd3	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za16	\N	\N	4096	ccfc15bc	56ac6e89825fcde9cf7aeb5d0765a02f5474174a	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za17	\N	\N	4096	358013f4	dd3fae69bf460f89c71e7c78d229dd86605c5950	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za18	\N	\N	4096	37886afe	a0cc902b2d253466e21c4fbf9d3339069fe79ebe	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za19	\N	\N	4096	bbfb30d9	bc6bd5525b159bee7b08b6967cd3088b7bd10fee	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za5	\N	\N	4096	dc0c3cbd	8335cd91bbacc680a3a98a5242d4cb5a6f61b2b5	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za3	\N	\N	4096	cc4d0aee	05c0025e96b432088b46100051a2c780e46b7457	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za6	\N	\N	4096	27c787dd	1142790d875573d0c39d846aba4b06946fd2bc88	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za4	\N	\N	4096	ec3b10b1	44303ab923d776052ca4d2d09a6a4315d67adc4b	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za7	\N	\N	4096	1479f480	bd0e9eead0f1213eb3b9653c73257bc704346ab0	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za8	\N	\N	4096	4c96cdb2	67e506462317d882c4e5c2e16318411d4958ac63	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za9	\N	\N	4096	a4f7d9e0	a958b4d305bb397aa46d8fdab9dc7e472237ca11	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za10	\N	\N	4096	05df1a5a	30797838c25cca038023c188cd9fa45277c4190d	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za25	\N	\N	4096	779b8558	7312e63c23d92c9c52e93cc445a718bc8fe35a0a	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za26	\N	\N	4096	60a810ce	d97e5acea0ef1c208f8e5e95024c83dd6bc9b028	\N	\N	\N	\N	\N	\N	
game_rom	CAGE_v1.07	zookeep	za27	\N	\N	4096	99ed424e	e4e543dcb77f153aeb78904d11b95381d039299e	\N	\N	\N	\N	\N	\N	
